AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Temp,Posicion
0.41,0.12,0.07,-16.0,16.0,16.0,33.22,PosiciÃ³n No VÃ¡lida
-0.06,-0.14,0.86,-16.0,16.0,16.0,33.23,Abajo
-0.1,-0.09,0.96,16.0,-16.0,10.82,33.25,Abajo
-0.59,0.45,1.28,16.0,-16.0,-16.0,33.25,Abajo
-0.77,0.78,-0.26,16.0,-14.45,12.54,33.26,Frente
-0.32,0.52,-0.46,-16.0,-16.0,16.0,33.23,Frente
-0.31,0.24,1.14,-16.0,-16.0,16.0,33.24,Abajo
-0.32,0.13,0.88,-16.0,16.0,14.93,33.26,Abajo
-0.33,-0.78,0.73,10.1,16.0,-12.62,33.24,AtrÃ¡s
-0.55,-0.81,0.52,-16.0,16.0,16.0,33.24,AtrÃ¡s
-0.64,-0.96,-0.23,-16.0,-16.0,-16.0,33.23,AtrÃ¡s
-0.5,-0.71,0.74,16.0,-16.0,16.0,33.24,AtrÃ¡s
-0.94,-0.11,0.31,16.0,-16.0,-16.0,33.24,Izquierda
-0.94,-0.18,0.56,16.0,16.0,-16.0,33.22,Izquierda
-0.91,-0.03,-0.26,16.0,16.0,-0.59,33.2,Izquierda
-0.98,-0.23,-0.29,-16.0,-16.0,16.0,33.22,Izquierda
-0.63,0.16,0.94,16.0,-16.0,16.0,33.25,Abajo
0.2,0.42,1.09,13.01,15.89,7.71,33.24,Abajo
-0.38,0.92,0.67,16.0,16.0,-16.0,33.23,Frente
-0.45,0.39,-0.7,16.0,16.0,-16.0,33.2,PosiciÃ³n No VÃ¡lida
-0.09,-0.16,-1.04,16.0,16.0,-3.37,33.23,PosiciÃ³n No VÃ¡lida
-0.43,0.17,-1.18,-16.0,-16.0,16.0,33.25,PosiciÃ³n No VÃ¡lida
-0.37,0.62,-0.35,-16.0,-16.0,16.0,33.23,Frente
-0.05,0.56,0.98,-16.0,-16.0,16.0,33.22,Abajo
-0.04,0.35,1.34,-16.0,16.0,13.95,33.24,Abajo
-0.33,-0.45,0.86,-16.0,16.0,16.0,33.23,Abajo
-0.52,-0.67,0.35,-16.0,8.4,-15.94,33.24,AtrÃ¡s
-0.28,-0.7,0.45,16.0,6.59,16.0,33.24,AtrÃ¡s
-0.32,-0.55,0.74,16.0,-16.0,-16.0,33.25,AtrÃ¡s
-0.65,-0.09,1.0,16.0,16.0,-10.98,33.24,Abajo
-0.9,-0.19,0.14,16.0,16.0,-1.23,33.23,Izquierda
-0.81,-0.05,-0.19,16.0,-16.0,1.36,33.21,Izquierda
-1.05,0.06,0.63,-16.0,-16.0,16.0,33.2,Izquierda
0.17,0.17,1.23,16.0,-16.0,-16.0,33.25,Abajo
-0.31,0.56,0.41,16.0,16.0,-16.0,33.22,Frente
-0.51,0.7,-0.07,-16.0,-10.5,16.0,33.22,Frente
-0.31,0.06,0.91,-16.0,15.93,16.0,33.25,Abajo
-0.17,-0.12,1.25,-16.0,16.0,16.0,33.25,Abajo
-0.59,-0.43,0.54,16.0,16.0,16.0,33.22,Izquierda
-0.75,-0.54,0.44,16.0,-16.0,-5.76,33.25,AtrÃ¡s
-0.12,0.16,0.83,16.0,16.0,-16.0,33.23,Abajo
-0.43,0.61,-0.13,16.0,4.29,-16.0,33.24,Frente
0.02,0.74,0.95,-16.0,-16.0,16.0,33.22,Abajo
-0.38,-0.04,0.76,-16.0,-16.0,16.0,33.22,PosiciÃ³n No VÃ¡lida
-0.37,-0.05,1.08,-7.51,16.0,-5.47,33.24,Abajo
-0.61,-0.08,0.45,16.0,-16.0,0.88,33.23,Izquierda
-0.54,-0.08,0.87,16.0,-16.0,-16.0,33.23,Abajo
-0.23,0.34,0.99,16.0,-16.0,-11.42,33.25,Abajo
-0.44,0.68,0.39,16.0,16.0,-16.0,33.21,Frente
-0.05,0.55,0.88,-16.0,-16.0,16.0,33.25,Abajo
-0.16,0.14,0.91,-1.47,-5.3,-12.83,33.22,Abajo
-0.34,-0.65,0.99,-16.0,16.0,16.0,33.25,Abajo
-0.21,-0.33,0.68,16.0,-16.0,-1.95,33.24,PosiciÃ³n No VÃ¡lida
-0.35,-0.24,0.61,16.0,-10.95,-16.0,33.22,PosiciÃ³n No VÃ¡lida
0.16,0.28,1.04,15.5,-16.0,15.53,33.26,Abajo
0.52,0.11,0.61,16.0,-16.0,-3.27,33.23,Derecha
0.85,0.37,0.53,16.0,-16.0,0.05,33.25,Derecha
0.25,0.22,-0.08,-16.0,16.0,-16.0,33.29,PosiciÃ³n No VÃ¡lida
-0.06,-0.25,0.77,-16.0,16.0,16.0,33.25,PosiciÃ³n No VÃ¡lida
-0.27,0.24,0.8,-16.0,-16.0,16.0,33.24,PosiciÃ³n No VÃ¡lida
-0.11,0.4,0.95,16.0,16.0,-16.0,33.23,Abajo
-0.19,0.55,0.15,-16.0,-11.29,10.88,33.23,Frente
-0.11,0.5,0.94,-16.0,-16.0,16.0,33.24,Abajo
-0.21,-0.31,0.81,-16.0,16.0,16.0,33.23,Abajo
-0.46,-0.65,0.55,-16.0,16.0,-16.0,33.21,AtrÃ¡s
-0.39,-0.44,0.95,16.0,16.0,-16.0,33.24,Abajo
-0.18,0.05,0.91,6.89,-16.0,16.0,33.23,Abajo
-0.56,-0.09,0.78,-6.08,16.0,-2.83,33.23,Izquierda
-0.89,0.14,0.37,16.0,16.0,16.0,33.25,Izquierda
-0.66,0.16,0.19,-16.0,-16.0,-16.0,33.22,Izquierda
-0.5,0.28,0.69,11.96,-16.0,-14.78,33.25,PosiciÃ³n No VÃ¡lida
-0.41,0.18,0.89,-8.52,-16.0,-16.0,33.25,Abajo
-0.05,0.44,0.87,16.0,16.0,-16.0,33.22,Abajo
-0.24,0.41,0.2,16.0,16.0,2.64,33.24,PosiciÃ³n No VÃ¡lida
-0.22,0.42,0.64,-16.0,-16.0,16.0,33.21,PosiciÃ³n No VÃ¡lida
-0.28,0.43,1.01,-16.0,-7.15,13.12,33.19,Abajo
-0.19,0.25,0.78,16.0,16.0,13.16,33.21,PosiciÃ³n No VÃ¡lida
-0.43,0.31,0.53,-4.47,6.4,-6.54,33.24,PosiciÃ³n No VÃ¡lida
-0.47,0.31,0.73,-16.0,-16.0,15.9,33.22,PosiciÃ³n No VÃ¡lida
-0.46,0.59,0.83,16.0,16.0,-16.0,33.24,Abajo
-0.67,0.55,0.32,16.0,16.0,-6.88,33.23,Frente
-0.52,0.41,0.08,-16.0,-16.0,11.07,33.22,Izquierda
-0.26,0.37,0.76,-16.0,-16.0,16.0,33.27,PosiciÃ³n No VÃ¡lida
-0.09,0.13,0.91,16.0,16.0,-13.58,33.22,Abajo
0.28,-0.09,1.11,-16.0,-16.0,16.0,33.25,Abajo
0.43,-0.55,0.6,-16.0,-16.0,16.0,33.24,AtrÃ¡s
0.21,-0.53,0.6,16.0,16.0,-0.29,33.21,AtrÃ¡s
0.21,-0.38,0.95,16.0,16.0,-16.0,33.23,Abajo
0.27,-0.18,0.98,-16.0,-16.0,16.0,33.22,Abajo
0.37,-0.6,0.67,-16.0,-16.0,3.9,33.23,AtrÃ¡s
0.18,-0.34,0.53,16.0,16.0,-16.0,33.2,PosiciÃ³n No VÃ¡lida
0.12,-0.08,0.97,4.73,16.0,16.0,33.24,Abajo
0.14,0.18,1.06,16.0,-16.0,-16.0,33.21,Abajo
0.14,0.28,0.41,16.0,-16.0,16.0,33.21,PosiciÃ³n No VÃ¡lida
0.29,0.37,0.4,-16.0,16.0,0.54,33.24,PosiciÃ³n No VÃ¡lida
0.28,0.12,0.9,-16.0,16.0,-9.47,33.24,Abajo
0.13,-0.0,0.83,16.0,-16.0,-16.0,33.25,Abajo
0.06,0.44,-0.15,16.0,-16.0,-16.0,33.27,PosiciÃ³n No VÃ¡lida
0.23,0.38,0.09,-16.0,16.0,16.0,33.23,PosiciÃ³n No VÃ¡lida
-0.15,-0.1,0.64,-16.0,16.0,16.0,33.24,PosiciÃ³n No VÃ¡lida
-0.04,0.18,1.21,16.0,-16.0,-16.0,33.24,Abajo
-0.15,0.28,0.38,16.0,-16.0,-4.73,33.21,PosiciÃ³n No VÃ¡lida
-0.11,0.19,0.87,-16.0,-16.0,16.0,33.22,Abajo
0.27,0.19,1.21,-16.0,-1.43,-9.95,33.24,Abajo
-0.08,0.24,1.39,16.0,15.74,-16.0,33.22,Abajo
-0.37,0.18,-0.57,16.0,16.0,-16.0,33.25,PosiciÃ³n No VÃ¡lida
-0.43,-0.5,-1.3,-16.0,-15.39,16.0,33.23,PosiciÃ³n No VÃ¡lida
-0.28,0.51,0.1,-16.0,-8.54,16.0,33.2,Frente
-0.11,0.3,1.08,-16.0,16.0,16.0,33.21,Abajo
-0.3,-0.25,0.53,-10.0,-16.0,-16.0,33.23,PosiciÃ³n No VÃ¡lida
-0.21,-0.76,0.99,-16.0,-2.14,16.0,33.24,Abajo
-0.06,-0.81,0.1,-16.0,-16.0,-16.0,33.21,AtrÃ¡s
-0.03,-0.92,-0.44,-16.0,15.25,-16.0,33.24,AtrÃ¡s
-0.42,-0.78,0.06,16.0,11.11,16.0,33.22,AtrÃ¡s
-0.07,-0.42,0.86,16.0,-16.0,-16.0,33.21,Abajo
-0.04,0.48,1.01,12.76,-16.0,-15.95,33.22,Abajo
-0.19,0.96,0.74,16.0,-4.93,-16.0,33.22,Frente
-0.4,0.97,-0.3,16.0,16.0,-16.0,33.23,Frente
-0.23,-0.48,-1.08,16.0,16.0,-4.39,33.22,PosiciÃ³n No VÃ¡lida
-0.29,-0.17,-0.83,-16.0,-16.0,16.0,33.22,PosiciÃ³n No VÃ¡lida
-0.43,0.58,0.91,-16.0,5.01,16.0,33.22,Abajo
-0.36,0.27,1.01,-16.0,-16.0,16.0,33.23,Abajo
0.48,-0.09,0.64,16.0,-16.0,-16.0,33.24,PosiciÃ³n No VÃ¡lida
0.71,0.09,-0.07,-16.0,-16.0,-5.56,33.22,Derecha
1.01,0.14,0.38,-16.0,16.0,-16.0,33.21,Derecha
0.57,0.48,1.12,-16.0,16.0,-16.0,33.2,Abajo
0.14,-0.07,0.97,-16.0,-16.0,16.0,33.22,Abajo
-0.45,-0.01,0.97,-16.0,16.0,16.0,33.22,Abajo
-0.9,-0.06,0.45,12.46,16.0,-6.29,33.21,Izquierda
-0.76,-0.13,-0.1,-16.0,16.0,-16.0,33.24,Izquierda
-0.89,0.07,-0.06,16.0,-16.0,16.0,33.21,Izquierda
-0.74,0.11,0.5,16.0,-16.0,-16.0,33.2,Izquierda
-0.05,-0.08,0.8,16.0,-16.0,16.0,33.18,Abajo
0.3,0.36,1.02,13.77,4.56,-10.05,33.21,Abajo
-0.05,0.9,0.68,16.0,16.0,-16.0,33.21,Frente
-0.12,0.6,-0.41,16.0,-16.0,-16.0,33.18,Frente
0.04,0.87,-0.16,-16.0,16.0,16.0,33.21,Frente
0.12,0.59,1.06,-16.0,16.0,16.0,33.17,Abajo
-0.16,0.07,0.82,-1.77,2.8,4.83,33.2,Abajo
-0.01,-0.02,0.97,-16.0,-8.69,-16.0,33.24,Abajo
-0.23,-0.76,0.9,-16.0,16.0,16.0,33.22,Abajo
-0.2,-0.66,0.23,-16.0,16.0,-16.0,33.2,AtrÃ¡s
-0.11,-1.26,-0.42,16.0,2.83,16.0,33.21,AtrÃ¡s
-0.37,-0.96,0.57,16.0,-16.0,-11.27,33.25,AtrÃ¡s
-0.1,-0.04,0.7,16.0,-16.0,-7.62,33.2,PosiciÃ³n No VÃ¡lida
0.0,0.5,0.85,-16.0,-10.5,-11.56,33.2,Abajo
-0.0,0.86,0.78,16.0,16.0,-16.0,33.23,Frente
-0.34,0.79,-0.23,16.0,16.0,7.75,33.22,Frente
-0.11,0.68,0.18,-16.0,-5.43,16.0,33.18,Frente
-0.05,0.31,1.03,-16.0,16.0,16.0,33.2,Abajo
-0.1,-0.09,0.87,-14.9,16.0,4.54,33.21,Abajo
-0.28,-0.78,0.64,-16.0,16.0,16.0,33.22,AtrÃ¡s
-0.1,-0.48,0.55,-16.0,0.87,-8.68,33.2,PosiciÃ³n No VÃ¡lida
-0.39,-0.74,1.01,16.0,16.0,-12.88,33.21,Abajo
-0.33,-0.08,0.65,16.0,-16.0,12.39,33.21,PosiciÃ³n No VÃ¡lida
-0.64,0.09,1.11,16.0,16.0,-16.0,33.23,Abajo
-1.18,0.12,0.17,-16.0,16.0,16.0,33.22,Izquierda
-0.82,-0.06,-0.13,16.0,11.34,7.71,33.22,Izquierda
-0.92,0.09,0.34,16.0,-16.0,-1.66,33.2,Izquierda
-0.67,0.12,0.74,-16.0,-16.0,16.0,33.2,Izquierda
0.05,-0.02,0.94,16.0,-15.35,-12.69,33.22,Abajo
0.12,-0.2,0.81,-16.0,-15.09,16.0,33.19,Abajo
-0.07,-0.9,0.76,-16.0,16.0,16.0,33.2,AtrÃ¡s
-0.22,-0.93,-0.1,-16.0,15.92,16.0,33.2,AtrÃ¡s
-0.11,-0.97,0.78,16.0,-16.0,-16.0,33.2,AtrÃ¡s
-0.12,-0.48,0.71,16.0,-16.0,-16.0,33.21,PosiciÃ³n No VÃ¡lida
-0.37,0.24,1.02,-13.55,16.0,16.0,33.23,Abajo
-0.81,0.01,0.32,-16.0,16.0,-16.0,33.19,Izquierda
-0.88,-0.09,-0.19,0.09,13.4,-6.55,33.19,Izquierda
-0.82,-0.31,0.5,7.14,-16.0,10.05,33.21,Izquierda
0.03,-0.01,1.02,16.0,-16.0,-16.0,33.21,Abajo
0.0,-0.47,0.85,-16.0,16.0,-0.05,33.21,Abajo
-0.28,-1.0,0.47,-16.0,16.0,4.19,33.22,AtrÃ¡s
-0.25,-0.88,-0.14,-16.0,15.99,-9.17,33.22,AtrÃ¡s
-0.24,-0.97,0.32,16.0,-16.0,-16.0,33.2,AtrÃ¡s
-0.02,-0.61,0.48,16.0,-16.0,1.8,33.24,AtrÃ¡s
-0.27,0.03,1.0,4.38,16.0,16.0,33.21,Abajo
-0.69,-0.02,0.85,16.0,16.0,-16.0,33.21,Abajo
-1.0,0.07,-0.25,-16.0,16.0,7.75,33.22,Izquierda
-0.49,0.07,-0.45,16.0,-16.0,-16.0,33.21,PosiciÃ³n No VÃ¡lida
-0.95,-0.06,0.83,-16.0,-16.0,16.0,33.18,Abajo
-0.16,0.14,0.95,4.48,-16.0,3.02,33.22,Abajo
-0.18,0.69,0.89,16.0,16.0,-16.0,33.23,Abajo
-0.31,0.89,-0.22,16.0,4.52,-7.66,33.2,Frente
-0.23,0.7,0.16,-16.0,16.0,16.0,33.23,Frente
-0.15,-0.05,0.78,-16.0,6.74,15.96,33.21,PosiciÃ³n No VÃ¡lida
-0.07,0.03,1.11,16.0,-16.0,-13.86,33.17,Abajo
-0.04,0.33,1.07,16.0,16.0,-16.0,33.21,Abajo
-0.26,0.7,-0.17,-16.0,7.12,16.0,33.18,Frente
-0.27,0.54,0.57,-16.0,-16.0,16.0,33.2,Frente
-0.17,0.4,0.99,-16.0,8.11,11.32,33.24,Abajo
-0.61,-0.08,1.06,16.0,16.0,-16.0,33.2,Abajo
-1.01,-0.13,-0.01,-16.0,16.0,-0.59,33.21,Izquierda
-0.86,-0.1,-0.13,1.99,-16.0,3.78,33.22,Izquierda
-0.71,-0.01,0.74,8.24,-16.0,-0.15,33.18,Izquierda
-0.11,0.04,0.91,-16.0,-16.0,13.36,33.2,Abajo
-0.76,-0.09,0.72,16.0,16.0,-16.0,33.2,Izquierda
-0.88,-0.23,-0.16,-16.0,16.0,10.97,33.21,Izquierda
-0.68,0.06,0.06,16.0,-16.0,-12.26,33.19,Izquierda
-1.07,-0.13,0.76,-16.0,-16.0,-8.25,33.18,Izquierda
-0.06,-0.03,0.91,2.41,-2.86,16.0,33.21,Abajo
-0.25,0.67,0.87,16.0,16.0,-16.0,33.18,Abajo
-0.36,0.61,-0.31,-16.0,16.0,16.0,33.2,Frente
-0.26,0.44,0.38,-16.0,1.88,16.0,33.22,PosiciÃ³n No VÃ¡lida
-0.18,0.24,0.93,-16.0,16.0,16.0,33.22,Abajo
-0.13,0.1,1.03,-5.78,-2.97,10.97,33.21,Abajo
-0.29,0.49,0.81,16.0,16.0,-16.0,33.21,Abajo
-0.34,0.55,-0.03,-16.0,-1.58,3.12,33.2,Frente
0.04,0.61,1.11,-16.0,-16.0,16.0,33.18,Abajo
0.55,0.14,1.09,-16.0,-16.0,-4.98,33.24,Abajo
0.46,0.09,0.65,11.66,-16.0,-16.0,33.18,PosiciÃ³n No VÃ¡lida
0.61,0.1,0.4,-0.29,16.0,16.0,33.23,Derecha
0.94,0.44,1.23,-16.0,16.0,13.0,33.21,Abajo
0.23,-0.0,0.86,-16.0,16.0,-16.0,33.21,Abajo
-0.1,-0.05,0.83,-16.0,8.47,11.22,33.2,Abajo
0.43,0.14,1.19,16.0,-16.0,-16.0,33.22,Abajo
0.69,-0.0,0.46,16.0,-16.0,-16.0,33.2,Derecha
0.8,0.17,0.25,-16.0,11.11,4.97,33.2,Derecha
0.51,0.25,1.14,-16.0,16.0,-16.0,33.17,Abajo
0.06,0.25,0.88,16.0,6.51,16.0,33.21,Abajo
-0.27,-0.41,0.94,-16.0,16.0,13.02,33.2,Abajo
-0.06,-0.7,0.32,-16.0,-2.22,16.0,33.21,AtrÃ¡s
-0.18,-0.67,0.85,16.0,-16.0,-16.0,33.2,Abajo
-0.16,-0.14,0.4,16.0,-14.45,5.34,33.21,PosiciÃ³n No VÃ¡lida
-0.08,0.09,0.81,-16.0,-16.0,16.0,33.17,Abajo
0.06,-0.8,0.8,-16.0,16.0,16.0,33.21,AtrÃ¡s
-0.11,-0.69,0.12,-16.0,-16.0,-16.0,33.22,AtrÃ¡s
-0.39,-0.9,0.39,16.0,16.0,4.22,33.21,AtrÃ¡s
-0.35,-0.46,0.51,16.0,-16.0,16.0,33.21,PosiciÃ³n No VÃ¡lida
-0.1,-0.09,0.88,0.34,7.49,-9.08,33.23,Abajo
0.06,0.66,1.24,16.0,-12.53,-16.0,33.2,Abajo
-0.22,0.67,0.35,16.0,16.0,-16.0,33.19,Frente
-0.14,0.54,0.24,-16.0,-16.0,16.0,33.18,Frente
0.14,0.24,0.7,-16.0,16.0,-13.75,33.18,PosiciÃ³n No VÃ¡lida
-0.06,-0.12,0.9,-16.0,15.47,3.95,33.18,Abajo
-0.11,0.45,1.15,16.0,7.64,-16.0,33.18,Abajo
-0.34,0.76,0.04,16.0,10.53,2.44,33.2,Frente
-0.21,0.45,0.25,-16.0,-16.0,16.0,33.17,PosiciÃ³n No VÃ¡lida
-0.19,0.17,1.0,-16.0,-16.0,-16.0,33.19,Abajo
-0.01,-0.24,0.85,-16.0,-13.13,-15.03,33.19,Abajo
-0.61,-0.15,0.88,9.0,16.0,16.0,33.2,Abajo
-0.75,0.09,0.4,0.72,16.0,-11.08,33.2,Izquierda
-0.72,-0.02,0.04,-3.82,-16.0,-10.0,33.16,Izquierda
-0.79,-0.14,0.95,-16.0,-16.0,1.51,33.2,Abajo
0.11,-0.12,0.99,-7.81,-16.0,16.0,33.21,Abajo
-0.48,0.17,0.95,-16.0,-16.0,16.0,33.18,Abajo
-0.81,0.12,0.4,15.88,16.0,-2.29,33.19,Izquierda
-1.0,-0.02,-0.12,1.19,2.64,3.33,33.19,Izquierda
-0.75,-0.18,0.66,7.06,-16.0,-5.86,33.2,Izquierda
-0.11,-0.25,0.86,13.9,16.0,-6.34,33.2,Abajo
-0.15,0.24,0.88,16.0,-16.0,-6.5,33.2,Abajo
-0.12,0.55,0.49,16.0,7.98,-16.0,33.21,Frente
-0.23,0.62,-0.08,-16.0,16.0,-6.49,33.19,Frente
-0.11,0.41,0.95,-16.0,-16.0,16.0,33.21,Abajo
0.04,-0.03,0.99,-16.0,2.6,0.24,33.21,Abajo
0.0,0.37,0.91,16.0,16.0,-16.0,33.2,Abajo
-0.28,0.68,-0.07,16.0,-16.0,-8.1,33.2,Frente
-0.27,0.53,0.57,-16.0,5.61,16.0,33.16,Frente
-0.21,0.04,0.92,-16.0,4.56,8.93,33.19,Abajo
-0.11,0.0,0.96,16.0,4.0,-2.15,33.19,Abajo
-0.07,0.53,0.58,16.0,16.0,-16.0,33.17,Frente
-0.32,1.03,0.11,-10.68,-7.3,-12.34,33.18,Frente
-0.32,0.51,0.35,-16.0,-16.0,16.0,33.19,Frente
-0.06,0.15,0.99,-16.0,-8.47,-15.86,33.22,Abajo
-0.04,-0.09,0.9,-16.0,-7.0,8.97,33.18,Abajo
-0.15,0.29,1.1,16.0,6.78,-16.0,33.2,Abajo
-0.19,0.56,0.48,16.0,16.0,-16.0,33.17,Frente
-0.31,0.46,0.08,-16.0,2.22,2.68,33.21,PosiciÃ³n No VÃ¡lida
-0.14,0.42,1.11,-16.0,15.9,-13.08,33.23,Abajo
-0.02,-0.26,0.87,-16.0,7.08,-16.0,33.2,Abajo
-0.07,-0.97,0.62,-16.0,16.0,16.0,33.17,AtrÃ¡s
-0.32,-0.78,-0.03,-16.0,-0.86,16.0,33.18,AtrÃ¡s
-0.39,-0.91,0.95,16.0,16.0,-16.0,33.18,Abajo
-0.26,0.03,0.94,16.0,-16.0,-16.0,33.2,Abajo
-0.79,-0.07,0.91,16.0,16.0,-12.64,33.18,Abajo
-0.66,-0.21,-0.05,15.35,16.0,15.32,33.16,Izquierda
-0.93,0.02,-0.14,16.0,-16.0,8.63,33.17,Izquierda
-0.67,-0.33,1.02,-14.25,-16.0,-16.0,33.15,Abajo
0.07,0.14,1.04,16.0,-15.75,-16.0,33.16,Abajo
0.31,0.27,1.23,4.49,-16.0,16.0,33.15,Abajo
0.52,-0.1,0.34,16.0,-16.0,14.63,33.16,Derecha
0.8,0.09,0.21,-8.09,16.0,-16.0,33.16,Derecha
0.37,-0.04,0.98,-16.0,16.0,-16.0,33.19,Abajo
0.11,0.22,0.92,-16.0,16.0,8.54,33.17,Abajo
0.02,-0.26,0.88,-16.0,-5.87,10.34,33.17,Abajo
0.06,-0.87,0.59,-16.0,-16.0,-12.93,33.18,AtrÃ¡s
-0.1,-0.68,0.24,16.0,15.21,-6.93,33.18,AtrÃ¡s
-0.37,-0.74,0.67,16.0,16.0,16.0,33.17,AtrÃ¡s
0.12,-0.09,1.03,-0.08,-16.0,-16.0,33.18,Abajo
0.07,0.4,1.05,16.0,16.0,-16.0,33.18,Abajo
-0.28,0.61,0.31,16.0,16.0,-16.0,33.17,Frente
-0.29,0.93,0.0,-16.0,5.87,16.0,33.18,Frente
-0.01,0.37,1.08,-16.0,-15.96,16.0,33.17,Abajo
-0.09,-0.16,0.92,-12.49,16.0,4.44,33.21,Abajo
-0.63,-0.04,0.93,16.0,16.0,16.0,33.17,Abajo
-0.8,0.03,-0.01,12.22,16.0,11.61,33.16,Izquierda
-0.62,0.11,0.16,4.83,-16.0,-16.0,33.17,Izquierda
-0.8,0.04,0.91,-16.0,-16.0,16.0,33.18,Abajo
-0.05,-0.08,0.98,-5.61,-16.0,-10.44,33.18,Abajo
-0.32,-1.09,0.59,-16.0,16.0,-16.0,33.17,AtrÃ¡s
-0.32,-1.2,-0.18,-16.0,-4.33,16.0,33.17,AtrÃ¡s
-0.49,-0.85,0.39,16.0,-16.0,-16.0,33.17,AtrÃ¡s
-0.04,-0.54,0.75,16.0,-15.43,-16.0,33.16,AtrÃ¡s
-0.22,-0.06,0.92,1.2,16.0,-16.0,33.16,Abajo
-0.81,0.19,0.75,16.0,16.0,-6.05,33.18,Izquierda
-0.89,0.07,0.2,-16.0,16.0,0.9,33.14,Izquierda
-0.56,-0.19,0.56,13.66,-16.0,-16.0,33.16,Izquierda
-0.06,0.03,1.05,16.0,-16.0,-16.0,33.17,Abajo
0.12,0.44,1.18,16.0,-5.46,-16.0,33.17,Abajo
-0.16,0.71,0.34,16.0,16.0,-16.0,33.14,Frente
